Mutant_Experiment_Sample_gene	Forebrain	Optic Tectum	Thalamus	Hypothalamus	Cerebellum	Hindbrain	Habenula	Posterior Tuberculum	Mutant_Experiment_Sample	Mutant_Experiment_Sample_gene_idx
CNTNAP2	0.33406773	0.63703829	0.60689211	0.16926867	0.69036865	0.45591530203819203	0.35827976	0.53262323	CNTNAP2_exp3_hom_4	exp3_hom_4
CNTNAP2	0.50446492	0.37223867	0.66679603	0.23156562	0.44844794	0.54484099149703902	0.36197343	0.78229916	CNTNAP2_exp3_hom_5	exp3_hom_5
CNTNAP2	0.59802765	0.53367364	0.76872414	0.30994734	0.58896887	0.64218181371688798	0.46449357	0.81145328	CNTNAP2_exp3_hom_6	exp3_hom_6
CNTNAP2	0.4482384	0.43566641	0.46547261	0.12395834	0.5075708	0.34682217240333502	0.39045388	0.40797427	CNTNAP2_exp3_wt_1	exp3_wt_1
CNTNAP2	0.43700284	0.31078279	0.38132584	0.12213801	0.3632572	0.26184761524200401	0.33283424	0.46366796	CNTNAP2_exp3_wt_2	exp3_wt_2
CNTNAP2	0.45480335	0.35404947	0.33124527	0.06632423	0.53155327	0.27946367859840299	0.34000948	0.24618961	CNTNAP2_exp3_wt_3	exp3_wt_3
CNTNAP2	0.42583698	0.34327072	0.54114562	0.13009398	0.46243086	0.44711804389953602	0.34450495	0.54910856	CNTNAP2_exp3_wt_4	exp3_wt_4
CNTNAP2	0.58272213	0.43560338	0.50998867	0.15414026	0.56970018	0.50109606981277399	0.41342041	0.51442224	CNTNAP2_exp3_wt_5	exp3_wt_5
CNTNAP2	0.25766364	0.24674296	0.3948175	0.14760901	0.33307371	0.30197614431381198	0.25867233	0.36717403	CNTNAP2_exp3_wt_6	exp3_wt_6
CNTNAP2	0.42720371	0.38599017	0.52707803	0.14125206	0.43897727	0.373298019170761	0.30797964	0.51067859	CNTNAP2_exp3_wt_7	exp3_wt_7
CNTNAP2	0.41238889	0.35849878	0.37847641	0.12021755	0.40684196	0.44131210446357699	0.29652563	0.36584419	CNTNAP2_exp3_wt_8	exp3_wt_8
CNTNAP2	0.57420737	0.43395883	0.44506133	0.09632125	0.54868364	0.27924022078514099	0.48315969	0.37473559	CNTNAP2_exp3_wt_9	exp3_wt_9
CNTNAP2	0.35766634	0.3519848	0.42606807	0.10706493	0.40843233	0.34408944845199502	0.32893872	0.42920941	CNTNAP2_exp3_wt_10	exp3_wt_10
CNTNAP2	0.56959969	0.48805335	0.62928462	0.20309141	0.57281864	0.55566889047622603	0.46630657	0.66791874	CNTNAP2_exp3_wt_11	exp3_wt_11
CUL3	0.93201047	0.95316863	1.03409219	0.30970052	0.9690308	0.90457326173782304	0.69901264	0.9911117	CUL3_exp1_het_1	exp1_het_1
CUL3	0.60566217	0.68379211	1.04634154	0.28788343	0.65753663	0.89218550920486395	0.49994633	1.08533859	CUL3_exp1_het_2	exp1_het_2
CUL3	0.9815098	0.83564019	1.15228248	0.42034239	0.89967	1.0826436281204199	0.71002978	1.22772706	CUL3_exp1_het_3	exp1_het_3
CUL3	0.62359095	0.59322959	1.2391113	0.28161725	0.4454217	0.68019378185272195	0.43522266	1.26018846	CUL3_exp1_het_4	exp1_het_4
CUL3	0.64071357	0.63110036	1.06508505	0.23713212	0.60613197	0.83166128396987904	0.46922749	0.96497113	CUL3_exp1_het_5	exp1_het_5
CUL3	0.68922383	0.72092497	1.16128504	0.29764667	0.62311703	0.82061976194381703	0.5086202	1.23566127	CUL3_exp1_het_6	exp1_het_6
CUL3	0.86720055	1.07598257	0.75769758	0.18811129	1.27752161	0.44773262739181502	0.89649761	0.5727765	CUL3_exp1_het_7	exp1_het_7
CUL3	0.99294239	1.15838921	1.13271964	0.45012155	1.06777263	0.39630761742591802	0.7675553	1.19234705	CUL3_exp1_het_8	exp1_het_8
CUL3	1.02510774	0.98013794	1.34540892	0.35268006	0.8888455	0.91601026058196999	0.71768677	1.2973299	CUL3_exp1_homhet_1	exp1_homhet_1
CUL3	0.47455627	0.79867661	0.59141201	0.13748416	0.66882104	0.68720579147338801	0.36938459	0.72403198	CUL3_exp1_homhet_2	exp1_homhet_2
CUL3	0.61257923	0.56758046	0.68914515	0.21076255	0.63031495	0.94813096523284901	0.4495196	0.81084877	CUL3_exp1_homhet_3	exp1_homhet_3
CUL3	0.46528429	0.57811069	0.70306695	0.1630301	0.55205649	0.79672271013259799	0.31323442	0.86090517	CUL3_exp1_homhet_4	exp1_homhet_4
CUL3	0.75424904	0.57186896	0.76830852	0.22137709	0.67962319	0.76043438911437899	0.49028531	0.62677974	CUL3_exp1_homhet_5	exp1_homhet_5
CUL3	0.78524393	0.75284731	1.13476276	0.27973101	0.8663252	0.96226757764816195	0.57209367	1.05449176	CUL3_exp1_homhet_6	exp1_homhet_6
CUL3	0.57307053	0.61244011	0.8359912	0.17857336	0.62925994	0.71491622924804599	0.41807783	0.80736828	CUL3_exp1_homhet_7	exp1_homhet_7
CUL3	0.64501154	0.81199902	0.68034732	0.16466329	0.68405521	0.666015625	0.55468619	0.65447015	CUL3_exp1_wt_1	exp1_wt_1
CUL3	0.56977969	0.6852535	0.80509615	0.21109647	0.53229886	0.83226180076599099	0.48096544	1.01153374	CUL3_exp1_wt_2	exp1_wt_2
CUL3	0.71523565	0.74900228	0.9677577	0.23851338	0.64810896	0.57388758659362704	0.53146648	1.02843678	CUL3_exp1_wt_3	exp1_wt_3
CUL3	0.94796419	0.86578751	1.22493339	0.47432327	0.77034163	1.20754277706146	0.88690358	1.46929967	CUL3_exp2_het_1	exp2_het_1
CUL3	0.84497279	0.75224829	0.71372932	0.37558791	0.74727803	0.80972748994827204	0.65387297	0.81795454	CUL3_exp2_het_2	exp2_het_2
CUL3	0.59092271	0.84088594	0.95771247	0.28915453	0.81120259	0.97591781616210904	0.6298278	0.99886429	CUL3_exp2_het_3	exp2_het_3
CUL3	0.73134559	0.72071683	0.59237379	0.24487969	0.61502278	0.60999792814254705	0.62759328	0.66988909	CUL3_exp2_het_4	exp2_het_4
CUL3	0.8776207	0.77386266	0.90401542	0.38425505	1.15800059	1.2950518131256099	0.70864928	1.01275074	CUL3_exp2_het_5	exp2_het_5
CUL3	0.8098076	0.68876392	0.79043406	0.33634007	0.6932829	0.89442676305770796	0.81296861	0.88593197	CUL3_exp2_het_6	exp2_het_6
CUL3	0.83857608	0.73451781	1.08528781	0.49262676	0.66072744	0.94914078712463301	0.74393135	1.28664064	CUL3_exp2_homhet_1	exp2_homhet_1
CUL3	0.96926057	0.86174715	0.97966087	0.44561261	0.8753469	1.07307469844818	0.7682541	1.14786506	CUL3_exp2_homhet_2	exp2_homhet_2
CUL3	0.66301936	0.64561301	0.89191306	0.3472569	0.66589832	0.95302039384841897	0.55501139	1.05350614	CUL3_exp2_homhet_3	exp2_homhet_3
CUL3	0.94654018	0.75117952	0.97881818	0.59001327	0.73633814	1.11150050163269	0.71174002	1.41099465	CUL3_exp2_homhet_4	exp2_homhet_4
CUL3	0.74050963	0.81673717	1.01782656	0.32547536	0.87109029	1.1893125772476101	0.71228468	1.11920273	CUL3_exp2_homhet_5	exp2_homhet_5
CUL3	1.49820971	0.93144041	1.97767115	0.59603482	1.02488303	1.4815094470977701	0.93407172	2.25207114	CUL3_exp2_homhet_6	exp2_homhet_6
CUL3	0.65812552	0.47160324	0.58299077	0.25704145	0.50515676	0.65091365575790405	0.55477673	0.87222606	CUL3_exp2_homhet_7	exp2_homhet_7
CUL3	0.76937038	0.77449459	0.72216463	0.31408736	0.79822296	0.84183883666992099	0.76982117	0.76877242	CUL3_exp2_wt_1	exp2_wt_1
CUL3	0.71611249	0.6788047	0.76256102	0.24577454	0.66676015	0.669344723224639	0.62296736	0.80321318	CUL3_exp2_wt_2	exp2_wt_2
CUL3	0.82100093	0.7410062	1.0953418	0.45233989	0.9734112	1.34097683429718	0.69834793	1.63948488	CUL3_exp2_wt_3	exp2_wt_3
CUL3	1.11647213	0.89546824	1.33340836	0.63995445	0.97204214	1.4139620065689	0.93720764	1.52281618	CUL3_exp2_wt_4	exp2_wt_4
CUL3	0.56025892	0.61487544	0.71340644	0.27664849	0.587367	0.75924670696258501	0.49051252	0.72317612	CUL3_exp2_wt_5	exp2_wt_5
CUL3	3.23558784	2.17342424	5.87902021	1.28326893	1.98948526	1.6857732534408501	1.43196678	3.50984883	CUL3_exp3_het_1	exp3_het_1
CUL3	1.6181376	1.22429419	4.31459093	0.76009303	1.24994385	2.6372389793395898	0.88089138	2.32063508	CUL3_exp3_het_2	exp3_het_2
CUL3	1.92878783	1.41227508	3.22837162	1.09365261	1.56804407	2.3896062374114901	1.22606862	2.86787152	CUL3_exp3_het_3	exp3_het_3
CUL3	1.64635611	1.24384034	2.55997801	1.03479934	1.33599579	2.5204839706420898	1.02264428	2.73347974	CUL3_exp3_het_4	exp3_het_4
CUL3	1.84017777	1.78971088	4.79251671	1.02413964	1.88517523	2.4569597244262602	1.13082254	3.41362643	CUL3_exp3_het_5	exp3_het_5
CUL3	1.37236691	1.1966362	4.21491814	1.15846157	0.98979938	1.8423442840576101	0.88825428	3.73372054	CUL3_exp3_het_6	exp3_het_6
CUL3	1.04192591	0.99624902	1.54840982	0.27760193	1.21036327	1.2348107099532999	0.79158115	0.77997553	CUL3_exp3_homhet_1	exp3_homhet_1
CUL3	1.67417169	1.52990365	2.9437077	0.87529111	1.68616426	2.2013750076293901	1.12908852	3.14888072	CUL3_exp3_homhet_2	exp3_homhet_2
CUL3	2.22726965	1.74674082	4.87079096	1.2748158	1.86585879	2.7432897090911799	1.2231791	3.9438262	CUL3_exp3_homhet_3	exp3_homhet_3
CUL3	1.12404847	0.98393381	2.55598998	1.06985295	1.32398808	3.09929919242858	0.80968481	2.39005232	CUL3_exp3_homhet_4	exp3_homhet_4
CUL3	1.705109	1.37367201	3.43819022	1.02612627	1.52865446	2.5608091354370099	0.96922475	3.12861919	CUL3_exp3_homhet_5	exp3_homhet_5
CUL3	1.1518712	1.19965577	1.35574186	0.58584595	1.24309528	1.8910336494445801	1.59800112	1.70045924	CUL3_exp3_homhet_6	exp3_homhet_6
CUL3	1.67714739	1.29476285	3.68614244	0.97997934	1.48255658	2.2599060535430899	1.07079959	2.75176001	CUL3_exp3_homhet_7	exp3_homhet_7
CUL3	1.37514234	0.88096565	1.59001505	0.53081036	0.96161515	1.76513767242431	1.04241431	1.47278798	CUL3_exp3_homhet_8	exp3_homhet_8
CUL3	1.05404282	0.99426979	1.80471659	0.38968351	1.08969355	1.8681955337524401	0.8055504	1.12864172	CUL3_exp3_homhet_9	exp3_homhet_9
CUL3	1.8404038	1.42908883	3.60818982	0.88281	1.88242972	2.8737623691558798	1.23896301	2.60846996	CUL3_exp3_wt_1	exp3_wt_1
CUL3	2.37671399	1.67169321	4.10880375	1.29197669	2.00543714	2.84697294235229	1.33792269	2.90092063	CUL3_exp3_wt_2	exp3_wt_2
CUL3	1.06175292	1.08210337	2.69815612	0.53677779	1.39784658	2.93706083297729	0.86862481	2.53791094	CUL3_exp3_wt_3	exp3_wt_3
CUL3	2.07789278	1.6979754	4.0485692	1.2183522	1.72268283	2.7274584770202601	1.02762127	3.40248537	CUL3_exp3_wt_4	exp3_wt_4
CUL3	1.49904156	1.32574546	2.94320345	0.82688475	1.63269353	2.1759877204895002	0.99774241	2.25099206	CUL3_exp3_wt_5	exp3_wt_5
CUL3	1.14377296	1.18380094	3.14299393	0.96593869	1.17384326	2.5610156059265101	1.03128779	4.00027657	CUL3_exp3_wt_6	exp3_wt_6
CUL3	0.73552889	0.51254141	0.61611694	0.26578116	0.46683511	0.47119003534317	0.44019407	0.64257151	CUL3_exp3_wt_7	exp3_wt_7
CUL3	0.62933993	0.37275198	0.51383471	0.19583167	0.43811655	0.468528062105178	0.34746507	0.5465641	CUL3_exp3_wt_8	exp3_wt_8
CUL3	0.70656466	0.41816184	0.56716853	0.31066391	0.46785897	0.60921072959899902	0.42819628	0.8778463	CUL3_exp3_wt_9	exp3_wt_9
CUL3	1.64131188	1.14535439	2.29947639	0.58391011	0.97774214	1.10160684585571	0.95616263	1.28602135	CUL3_exp3_wt_10	exp3_wt_10
CUL3	1.43095124	1.08696568	2.53268242	0.66498327	1.06354499	1.10048520565032	0.97674823	1.10269868	CUL3_exp3_wt_11	exp3_wt_11
CUL3	1.49420571	1.26858938	3.21788239	0.94748759	1.4432348	2.4450306892395002	0.92434967	2.96079445	CUL3_exp3_wt_12	exp3_wt_12
CUL3	2.1041894	1.66208398	4.59823084	1.27477026	1.46385694	2.96386194229125	1.2205658	4.27008629	CUL3_exp3_wt_13	exp3_wt_13
DYRK1A	0.60149693	0.39632151	0.37399465	0.16156109	0.70311767	0.97192877531051602	0.37436876	0.53081512	DYRK1A_exp1_het_1	exp1_het_1
DYRK1A	0.56830198	0.36826342	0.88895172	0.2832258	0.47297642	0.85818922519683805	0.38711959	1.26589692	DYRK1A_exp1_het_2	exp1_het_2
DYRK1A	0.74936807	0.54743683	0.9248473	0.34357914	0.63351816	1.0125306844711299	0.56223077	1.11252248	DYRK1A_exp1_het_3	exp1_het_3
DYRK1A	0.51018775	0.33649573	0.36968434	0.13106197	0.46448418	0.49928173422813399	0.31304687	0.41324469	DYRK1A_exp1_het_4	exp1_het_4
DYRK1A	0.34385112	0.5054307	1.1031425	0.39981037	0.66005075	1.13333415985107	0.34516498	1.4741236	DYRK1A_exp1_het_5	exp1_het_5
DYRK1A	0.44946057	0.40467969	0.68273276	0.21577658	0.5487029	0.64571624994277899	0.37399331	0.83800918	DYRK1A_exp1_het_6	exp1_het_6
DYRK1A	0.46379089	0.36984497	0.42969647	0.12340344	0.43580785	0.51493722200393599	0.35034844	0.47876614	DYRK1A_exp1_het_7	exp1_het_7
DYRK1A	0.49008942	0.42209566	0.65489364	0.15628016	0.48073912	0.72642081975936801	0.37341937	0.8553735	DYRK1A_exp1_het_8	exp1_het_8
DYRK1A	0.35831901	0.51863343	0.9652819	0.3089447	0.65360886	0.96843564510345403	0.32852751	1.14317954	DYRK1A_exp1_het_9	exp1_het_9
DYRK1A	0.35160187	0.40139207	0.65098947	0.27655998	0.55455971	1.05609738826751	0.31469572	0.99672723	DYRK1A_exp1_hom_1	exp1_hom_1
DYRK1A	0.37029806	0.47783411	0.83282983	0.34817466	0.62434924	1.2098833322525	0.34281877	1.20312059	DYRK1A_exp1_hom_2	exp1_hom_2
DYRK1A	0.33777294	0.35982299	0.77824867	0.3596234	0.40917784	1.21268618106842	0.29699644	1.23715353	DYRK1A_exp1_hom_3	exp1_hom_3
DYRK1A	0.63072193	0.39650238	0.64806223	0.21540673	0.51903653	0.73524641990661599	0.39951116	0.84901679	DYRK1A_exp1_hom_4	exp1_hom_4
DYRK1A	0.51949984	0.32667065	0.35676989	0.1059192	0.43325946	0.34312281012535001	0.31197032	0.41803074	DYRK1A_exp1_hom_5	exp1_hom_5
DYRK1A	0.64379567	0.44205901	0.83937389	0.19126779	0.55901051	1.0643490552902199	0.2575646	0.59525818	DYRK1A_exp1_hom_6	exp1_hom_6
DYRK1A	0.33563676	0.34884298	0.33954018	0.14894669	0.44107887	0.81085431575775102	0.27495834	0.32613641	DYRK1A_exp1_hom_7	exp1_hom_7
DYRK1A	0.5087828	0.43204868	0.49302962	0.13923861	0.43186164	0.59848254919052102	0.34692037	0.59686691	DYRK1A_exp1_hom_8	exp1_hom_8
DYRK1A	0.3400692	0.37328073	0.48547789	0.21970242	0.5356369	0.67747789621353105	0.35162953	0.66522008	DYRK1A_exp1_hom_9	exp1_hom_9
DYRK1A	0.5906651	0.3466312	0.41849118	0.14724581	0.4608736	0.41190212965011502	0.40085787	0.47447753	DYRK1A_exp1_hom_10	exp1_hom_10
DYRK1A	0.56268984	0.55482423	1.04114771	0.33308077	0.62229156	0.97349494695663397	0.42498869	1.60473919	DYRK1A_exp1_wt_1	exp1_wt_1
DYRK1A	0.53913617	0.51493281	0.78248745	0.3231279	0.64197826	0.96786379814147905	0.42179117	1.0663197	DYRK1A_exp1_wt_2	exp1_wt_2
DYRK1A	0.6749801	0.61221153	0.97704911	0.36799222	0.67163694	1.1263518333435001	0.40831476	1.48762619	DYRK1A_exp1_wt_3	exp1_wt_3
DYRK1A	0.55186969	0.36295888	0.54378158	0.20727067	0.4074657	0.480858445167541	0.37050679	0.5968321	DYRK1A_exp1_wt_4	exp1_wt_4
DYRK1A	0.50962192	0.35288903	0.86846966	0.27647355	0.34761956	0.77470099925994795	0.34664193	1.18865776	DYRK1A_exp1_wt_5	exp1_wt_5
DYRK1A	0.43251306	0.36171407	0.52863032	0.13978375	0.38574848	0.72320902347564697	0.24999282	0.74118733	DYRK1A_exp1_wt_6	exp1_wt_6
DYRK1A	0.35684189	0.70422697	1.55014467	0.52387363	0.8621372	1.40335440635681	0.31020206	2.0790689	DYRK1A_exp1_wt_7	exp1_wt_7
DYRK1A	0.60578334	0.50533491	0.93779397	0.35571411	0.51190811	0.88515704870223999	0.50874013	1.26914465	DYRK1A_exp2_het_1	exp2_het_1
DYRK1A	0.68272531	0.53950721	0.79963803	0.31654927	0.63765347	0.90528333187103205	0.59173691	1.08851171	DYRK1A_exp2_het_2	exp2_het_2
DYRK1A	0.66022032	0.51600051	0.82729453	0.31181115	0.47876984	0.817108154296875	0.49557799	0.95076019	DYRK1A_exp2_het_3	exp2_het_3
DYRK1A	0.45350829	0.51981127	0.68059844	0.19755918	0.50801539	0.74199724197387695	0.45613223	0.78613073	DYRK1A_exp2_het_4	exp2_het_4
DYRK1A	0.41735515	0.40493309	0.55364925	0.1334587	0.46119317	0.61659365892410201	0.45242676	0.74529302	DYRK1A_exp2_het_5	exp2_het_5
DYRK1A	0.43431866	0.46763137	0.60885721	0.1742882	0.56552088	0.97673314809799106	0.42549655	0.67945683	DYRK1A_exp2_het_6	exp2_het_6
DYRK1A	0.62500161	0.57578623	0.71664345	0.23651531	0.67625368	0.78467804193496704	0.46992758	0.87168854	DYRK1A_exp2_het_7	exp2_het_7
DYRK1A	0.38303575	0.33497059	0.31669652	0.08275825	0.37590724	0.55565530061721802	0.44251266	0.26647121	DYRK1A_exp2_hom_1	exp2_hom_1
DYRK1A	0.47113442	0.40204507	0.50346196	0.14166753	0.36628607	0.55394178628921498	0.39873758	0.61152154	DYRK1A_exp2_hom_2	exp2_hom_2
DYRK1A	0.41332161	0.37300271	0.51055616	0.21657869	0.44471359	0.97348868846893299	0.40374407	0.6634593	DYRK1A_exp2_hom_3	exp2_hom_3
DYRK1A	0.94221455	0.45848072	0.77670228	0.35931903	0.58534497	0.76158070564269997	0.39710104	0.87874728	DYRK1A_exp2_hom_4	exp2_hom_4
DYRK1A	0.64886302	0.53294915	0.63193822	0.22888514	0.60668308	0.82538455724716098	0.46442923	0.7570349	DYRK1A_exp2_hom_5	exp2_hom_5
DYRK1A	0.53380936	0.47720018	0.50318199	0.13553996	0.52286935	0.561850726604461	0.49313039	0.50312936	DYRK1A_exp2_hom_6	exp2_hom_6
DYRK1A	0.36063439	0.37963274	0.46061027	0.10265631	0.38771287	0.52240991592407204	0.40690601	0.40247476	DYRK1A_exp2_hom_7	exp2_hom_7
DYRK1A	0.68082827	0.48397082	0.55984443	0.24279098	0.48634458	0.72588890790939298	0.49722394	0.67165655	DYRK1A_exp2_hom_8	exp2_hom_8
DYRK1A	0.60304606	0.5744974	0.94984728	0.31793293	0.74195224	1.1768110990524201	0.54354084	1.06809354	DYRK1A_exp2_wt_1	exp2_wt_1
DYRK1A	0.4995904	0.48310933	0.77090502	0.22823584	0.37719125	0.64570873975753695	0.35684824	1.11603975	DYRK1A_exp2_wt_2	exp2_wt_2
DYRK1A	0.39836261	0.48876354	0.63072419	0.1904534	0.46432427	0.77759093046188299	0.31821874	0.76150578	DYRK1A_exp2_wt_3	exp2_wt_3
DYRK1A	0.39283803	0.55281585	0.92331952	0.31501499	0.59962136	0.842085421085357	0.34479776	1.15201211	DYRK1A_exp2_wt_4	exp2_wt_4
DYRK1A	0.4421294	0.39582223	0.92053998	0.30903935	0.344699	0.58634734153747503	0.30967897	1.39124191	DYRK1A_exp2_wt_5	exp2_wt_5
DYRK1A	0.39856166	0.50098777	0.63438404	0.19980328	0.56173819	0.69661301374435403	0.31354049	0.848961	DYRK1A_exp2_wt_6	exp2_wt_6
DYRK1A	0.42157492	0.45212162	0.74420977	0.27433652	0.42020446	0.83504360914230302	0.35684007	1.11032438	DYRK1A_exp2_wt_7	exp2_wt_7
DYRK1A	0.49922767	0.4754065	0.72617966	0.23360115	0.55655134	0.81521093845367398	0.49985895	0.98174566	DYRK1A_exp2_wt_8	exp2_wt_8
DYRK1A	0.55490035	0.79016298	1.36578083	0.57758838	1.07960033	1.3816447257995601	0.50174612	1.60557425	DYRK1A_exp2_wt_9	exp2_wt_9
DYRK1A	0.56231719	0.7293188	0.98263651	0.28173187	0.79590553	1.0200349092483501	0.50629944	1.20441866	DYRK1A_exp2_wt_10	exp2_wt_10
DYRK1A	0.68451762	0.62280327	1.24931979	0.51464301	0.7568146	1.2165600061416599	0.56227541	1.80082309	DYRK1A_exp2_wt_11	exp2_wt_11
GRIN2B	1.49519598	1.22794473	1.03060055	0.32075506	1.08313274	0.63945525884628296	0.74174076	0.92591214	GRIN2B_exp1_het_1	exp1_het_1
GRIN2B	0.88737297	0.36706927	0.4018265	0.1586055	0.32516217	0.20657730102538999	0.35624808	0.32791132	GRIN2B_exp1_het_2	exp1_het_2
GRIN2B	1.27811301	0.98778939	1.4202503	0.56448388	0.92602056	1.197802901268	0.58665633	1.57627749	GRIN2B_exp1_het_3	exp1_het_3
GRIN2B	1.22533894	0.86655766	1.33573961	0.54494822	0.81523788	1.0472171306610101	0.63165545	1.44239092	GRIN2B_exp1_het_4	exp1_het_4
GRIN2B	1.34392118	1.06075907	1.74764955	0.46563777	0.83477604	0.89059442281723	0.74414504	1.81782913	GRIN2B_exp1_hom_1	exp1_hom_1
GRIN2B	1.47487843	1.12381363	1.51636374	0.56208354	0.97926849	1.1244966983795099	0.63318729	1.45829248	GRIN2B_exp1_hom_2	exp1_hom_2
GRIN2B	1.55638814	1.03849459	1.49234986	0.66561776	1.24482512	1.0961709022521899	0.76144809	1.35640979	GRIN2B_exp1_hom_3	exp1_hom_3
GRIN2B	1.46807897	1.35633183	1.47666943	0.70368075	1.20376885	1.48237287998199	0.75505096	1.70706129	GRIN2B_exp1_hom_4	exp1_hom_4
GRIN2B	1.33597875	0.96746051	1.35791373	0.46452326	0.90169567	1.14114677906036	0.56810451	1.63826251	GRIN2B_exp1_hom_5	exp1_hom_5
GRIN2B	1.27283907	0.76900595	1.05386138	0.37350565	0.78554106	1.1006283760070801	0.54168904	1.40335047	GRIN2B_exp1_hom_6	exp1_hom_6
GRIN2B	0.95599204	0.59459478	0.94692421	0.32998389	0.50776958	0.72684669494628895	0.37803084	1.18305588	GRIN2B_exp1_hom_7	exp1_hom_7
GRIN2B	1.3662324	0.91770506	1.44783521	0.42235029	0.8820585	1.0370520353317201	0.55960155	1.27181208	GRIN2B_exp1_hom_8	exp1_hom_8
GRIN2B	1.50343728	0.89805782	1.11755586	0.64475775	0.80844849	1.23903143405914	0.69834054	1.50974286	GRIN2B_exp1_wt_1	exp1_wt_1
GRIN2B	1.81413639	1.20615041	1.65053391	0.7474305	1.06691003	1.43420994281768	0.68656647	1.98342335	GRIN2B_exp1_wt_2	exp1_wt_2
GRIN2B	1.4008075	0.92906576	1.18635571	0.50210881	0.84112179	0.88629007339477495	0.64612329	1.24006379	GRIN2B_exp1_wt_3	exp1_wt_3
GRIN2B	1.32369685	0.83359998	1.28878236	0.55203104	0.75800139	1.1479190587997401	0.72449183	1.65046334	GRIN2B_exp1_wt_4	exp1_wt_4
GRIN2B	1.42058039	1.04914212	1.62199926	0.37389889	1.03127086	0.83872920274734497	0.79175341	1.02486074	GRIN2B_exp1_wt_5	exp1_wt_5
GRIN2B	1.51174915	1.03317499	1.02189314	0.57518661	0.9260124	1.1244037151336601	1.04563081	1.17381179	GRIN2B_exp2_het_1	exp2_het_1
GRIN2B	1.1724025	1.06356966	1.66996479	0.69963014	1.16150689	1.21123230457305	0.9486388	1.78412402	GRIN2B_exp2_het_2	exp2_het_2
GRIN2B	1.31871796	0.94501227	1.10855675	0.41857347	0.97472119	1.14508545398712	0.91607612	1.1680795	GRIN2B_exp2_het_3	exp2_het_3
GRIN2B	1.59468305	0.9820776	1.74855506	0.69156599	1.12065279	1.47067546844482	1.33325911	1.81102443	GRIN2B_exp2_het_4	exp2_het_4
GRIN2B	1.71782899	1.30470335	1.69989061	0.76858008	1.29180717	1.4431113004684399	1.32441664	1.7765801	GRIN2B_exp2_het_5	exp2_het_5
GRIN2B	1.07585824	0.94733715	1.40947008	0.4807772	1.21299493	1.5368250608444201	0.8229208	1.34259248	GRIN2B_exp2_het_6	exp2_het_6
GRIN2B	1.49924862	0.91819417	1.26731849	0.44809204	0.90284574	1.17779088020324	0.93440437	1.26359332	GRIN2B_exp2_het_7	exp2_het_7
GRIN2B	0.97234595	0.88771415	1.43110526	0.55763853	1.14853668	1.4443877935409499	0.85353976	1.45845056	GRIN2B_exp2_het_8	exp2_het_8
GRIN2B	1.36010194	1.14925098	1.63960993	0.53504896	1.1797893	1.23758852481842	0.8908748	1.67036343	GRIN2B_exp2_hom_1	exp2_hom_1
GRIN2B	1.10448253	0.94343907	1.20952904	0.50332427	0.96883637	1.52054572105407	0.77473068	1.37156248	GRIN2B_exp2_hom_2	exp2_hom_2
GRIN2B	1.05318332	1.03322375	1.42216027	0.62578642	1.09044933	1.6604189872741699	0.75624919	1.75269532	GRIN2B_exp2_hom_3	exp2_hom_3
GRIN2B	0.96471971	1.03692698	1.44850826	0.3482646	1.17148888	1.10608422756195	0.75533134	1.23888516	GRIN2B_exp2_hom_4	exp2_hom_4
GRIN2B	1.29325128	1.02330172	1.32428634	0.42046067	1.04128075	0.96316337585449197	0.9428888	1.24656212	GRIN2B_exp2_hom_5	exp2_hom_5
GRIN2B	1.44467866	1.06641972	1.34992659	0.44463831	1.02688766	1.1725867986678999	1.03296936	1.29926825	GRIN2B_exp2_hom_6	exp2_hom_6
GRIN2B	2.15888548	0.9522112	1.64326489	0.73775846	1.39118099	1.81279456615448	1.2098645	1.8303864	GRIN2B_exp2_hom_7	exp2_hom_7
GRIN2B	1.50302696	1.32682264	1.63193142	0.45694441	1.27940238	1.32399177551269	0.91122252	1.67760193	GRIN2B_exp2_hom_8	exp2_hom_8
GRIN2B	1.66431284	1.05096447	1.11980343	0.46481827	1.1466465	1.09939873218536	0.96919554	0.9233551	GRIN2B_exp2_hom_9	exp2_hom_9
GRIN2B	1.00550103	0.8596158	0.99459171	0.38208395	0.97083545	1.29547750949859	0.8046937	1.12142241	GRIN2B_exp2_wt_1	exp2_wt_1
GRIN2B	1.82325208	1.15349376	1.34974134	0.53977877	1.06267285	1.1375533342361399	1.09335363	1.11728263	GRIN2B_exp2_wt_2	exp2_wt_2
GRIN2B	2.04212713	1.22128224	1.65420055	0.71385473	1.23825979	1.1675003767013501	1.43017364	1.51888239	GRIN2B_exp2_wt_3	exp2_wt_3
GRIN2B	1.17919147	0.97372043	1.37093246	0.49897051	0.99937844	1.1916247606277399	1.00210452	1.49906683	GRIN2B_exp2_wt_4	exp2_wt_4
GRIN2B	1.59173942	1.03805828	1.56681907	0.68843412	0.82487333	1.3926926851272501	0.95963049	1.73364794	GRIN2B_exp2_wt_5	exp2_wt_5
GRIN2B	1.20094395	0.78848469	1.67502081	0.63453311	0.72062856	1.35958623886108	0.84419489	1.78116727	GRIN2B_exp2_wt_6	exp2_wt_6
GRIN2B	1.7941674	1.10988855	1.52421832	0.76522785	1.31462276	1.73227262496948	1.40792429	1.66311288	GRIN2B_exp2_wt_7	exp2_wt_7
