perturbation_gene	Gene	PValue	padj	logFC	logCPM	LR	cell type	perturbation	perturbation_gene_idx	Gene_raw	_Gene_resolution
Foxg1	Gm14296	4.08E-05	0.00863705	-4.183700385	3.781801697	16.83576302	Excit_L6CT_CTX	Foxg1_2	2	Gm14296	passed_through
Foxg1	Snx16	0.000719887	0.039016618	-0.321358052	7.353988717	11.4371863	Excit_L6CT_CTX	Foxg1_2	2	Snx16	passed_through
Foxg1	Car2	0.000265784	0.024402558	19.13982556	4.174481368	13.29733113	Excit_L6CT_CTX	Foxg1_2	2	Car2	passed_through
Foxg1	Hltf	0.000225339	0.022051084	-2.495773332	4.654411614	13.60703693	Excit_L6CT_CTX	Foxg1_2	2	Hltf	passed_through
Foxg1	Mfsd8	3.33E-07	0.000818415	-6.385409717	5.435831709	26.05046941	Excit_L6CT_CTX	Foxg1_2	2	Mfsd8	passed_through
Foxg1	Alg5	0.000522758	0.03290655	1.761772326	5.901095719	12.03268389	Excit_L6CT_CTX	Foxg1_2	2	Alg5	passed_through
Foxg1	Arhgef26	0.000444916	0.029911469	0.960423904	5.828338253	12.33343991	Excit_L6CT_CTX	Foxg1_2	2	Arhgef26	passed_through
Foxg1	Ift80	0.000727898	0.039277752	13.32270591	4.263584117	11.41662542	Excit_L6CT_CTX	Foxg1_2	2	Ift80	passed_through
Foxg1	Msto1	0.000141918	0.017287297	1.908265089	5.90794144	14.47651397	Excit_L6CT_CTX	Foxg1_2	2	Msto1	passed_through
Foxg1	Nras	0.000209934	0.021345562	-0.628796833	6.669178136	13.740017	Excit_L6CT_CTX	Foxg1_2	2	Nras	passed_through
Foxg1	Dnttip2	0.000193815	0.020037889	4.625979165	5.631868389	13.89011419	Excit_L6CT_CTX	Foxg1_2	2	Dnttip2	passed_through
Foxg1	Camk2d	1.73E-05	0.005058277	4.040517046	4.648557621	18.46912128	Excit_L6CT_CTX	Foxg1_2	2	Camk2d	passed_through
Foxg1	Tox	0.000458829	0.030513379	0.773275453	6.534887328	12.27596573	Excit_L6CT_CTX	Foxg1_2	2	Tox	passed_through
Foxg1	Triqk	0.000455885	0.030482346	-0.833040388	6.189684399	12.28798003	Excit_L6CT_CTX	Foxg1_2	2	Triqk	passed_through
Foxg1	Mmp16	0.00054378	0.033367746	-0.31833638	7.417372003	11.95920573	Excit_L6CT_CTX	Foxg1_2	2	Mmp16	passed_through
Foxg1	Nkain3	0.000101931	0.01409051	0.663998732	6.456893893	15.10060041	Excit_L6CT_CTX	Foxg1_2	2	Nkain3	passed_through
Foxg1	Cnr1	4.49E-05	0.009046627	0.566961652	6.821900739	16.65404966	Excit_L6CT_CTX	Foxg1_2	2	Cnr1	passed_through
Foxg1	Lingo2	6.84E-06	0.0031146	0.896116829	6.664146845	20.23879608	Excit_L6CT_CTX	Foxg1_2	2	Lingo2	passed_through
Foxg1	Gm17167	0.000288181	0.025879451	-2.490835921	4.891287522	13.14569561	Excit_L6CT_CTX	Foxg1_2	2	Gm17167	passed_through
Foxg1	Grin3a	3.00E-06	0.001945581	-1.125688717	5.761688575	21.81359505	Excit_L6CT_CTX	Foxg1_2	2	Grin3a	passed_through
Foxg1	Zfp37	0.000946943	0.045331683	1.260847118	5.504069518	10.92853545	Excit_L6CT_CTX	Foxg1_2	2	Zfp37	passed_through
Foxg1	Dock7	0.000575392	0.03403377	-0.412039851	6.928795217	11.85394739	Excit_L6CT_CTX	Foxg1_2	2	Dock7	passed_through
Foxg1	Echdc2	3.61E-05	0.008235328	2.509260942	6.255512347	17.06371955	Excit_L6CT_CTX	Foxg1_2	2	Echdc2	passed_through
Foxg1	Mknk1	0.000840218	0.043433602	7.376925296	5.047954617	11.15021884	Excit_L6CT_CTX	Foxg1_2	2	Mknk1	passed_through
Foxg1	Ppie	0.000538491	0.033367746	1.941455364	5.539811239	11.9774205	Excit_L6CT_CTX	Foxg1_2	2	Ppie	passed_through
Foxg1	Ncdn	1.83E-05	0.00510877	0.384842595	7.615396425	18.3615481	Excit_L6CT_CTX	Foxg1_2	2	Ncdn	passed_through
Foxg1	Gm12963	0.000325755	0.026487613	22.35440949	3.030445611	12.91617222	Excit_L6CT_CTX	Foxg1_2	2	Gm12963	passed_through
Foxg1	Slc66a1	0.000377475	0.027608595	7.343281959	4.375108932	12.64051779	Excit_L6CT_CTX	Foxg1_2	2	Pqlc2	passed_through
Foxg1	Vamp3	0.000298153	0.026015421	3.170925291	5.000977134	13.08196303	Excit_L6CT_CTX	Foxg1_2	2	Vamp3	passed_through
Foxg1	Ajap1	0.000150594	0.017814931	1.953124582	5.710800623	14.36477136	Excit_L6CT_CTX	Foxg1_2	2	Ajap1	passed_through
Foxg1	Adam22	0.000762415	0.04060602	0.347237892	7.268734006	11.33057012	Excit_L6CT_CTX	Foxg1_2	2	Adam22	passed_through
Foxg1	Ost4	0.000835831	0.043389147	0.3336121	7.486045261	11.15992965	Excit_L6CT_CTX	Foxg1_2	2	Ost4	passed_through
Foxg1	Slc5a6	3.75E-05	0.008395255	-12.38216818	4.337753052	16.99235631	Excit_L6CT_CTX	Foxg1_2	2	Slc5a6	passed_through
Foxg1	Grpel1	7.93E-06	0.0032524	0.541399291	7.299252169	19.95449003	Excit_L6CT_CTX	Foxg1_2	2	Grpel1	passed_through
Foxg1	Rpl9	0.00032712	0.026487613	0.32709525	7.683161691	12.90834465	Excit_L6CT_CTX	Foxg1_2	2	Rpl9	passed_through
Foxg1	Chic2	0.000641242	0.036524076	-0.511434561	6.793913585	11.65227109	Excit_L6CT_CTX	Foxg1_2	2	Chic2	passed_through
Foxg1	Parm1	7.68E-06	0.0032524	2.972486861	5.368539672	20.01651903	Excit_L6CT_CTX	Foxg1_2	2	Parm1	passed_through
Foxg1	A730035I17Rik	0.000696342	0.038316425	8.351956421	3.063164443	11.49898496	Excit_L6CT_CTX	Foxg1_2	2	A730035I17Rik	passed_through
Foxg1	Ephx4	5.13E-05	0.00955133	0.639463746	6.961043803	16.40112964	Excit_L6CT_CTX	Foxg1_2	2	Ephx4	passed_through
Foxg1	Idua	2.44E-06	0.001768562	35.69190805	2.931375401	22.21017095	Excit_L6CT_CTX	Foxg1_2	2	Idua	passed_through
Foxg1	Zfp605	0.000565681	0.03403377	7.08296202	5.239336121	11.88564971	Excit_L6CT_CTX	Foxg1_2	2	Zfp605	passed_through
Foxg1	Hscb	8.67E-05	0.013122188	-3.761581611	4.528218221	15.40602922	Excit_L6CT_CTX	Foxg1_2	2	Hscb	passed_through
Foxg1	Tfip11	0.000390732	0.028277506	2.147983899	5.594834372	12.57600045	Excit_L6CT_CTX	Foxg1_2	2	Tfip11	passed_through
Foxg1	Gatc	0.000590994	0.03432251	-0.736615598	6.24187133	11.80413337	Excit_L6CT_CTX	Foxg1_2	2	Gatc	passed_through
Foxg1	Med13l	0.00016324	0.018093114	0.845852491	5.950557181	14.21299265	Excit_L6CT_CTX	Foxg1_2	2	Med13l	passed_through
Foxg1	Rph3a	1.99E-05	0.005341828	-0.424387578	7.218113084	18.1942199	Excit_L6CT_CTX	Foxg1_2	2	Rph3a	passed_through
Foxg1	Rsrc2	1.63E-05	0.005006886	0.442958127	7.341663332	18.58158056	Excit_L6CT_CTX	Foxg1_2	2	Rsrc2	passed_through
Foxg1	Agfg2	0.000849973	0.043443365	2.13448098	6.000953122	11.12880534	Excit_L6CT_CTX	Foxg1_2	2	Agfg2	passed_through
Foxg1	Chst12	0.000375681	0.027608595	-0.938079044	6.126131274	12.64942666	Excit_L6CT_CTX	Foxg1_2	2	Chst12	passed_through
Foxg1	Ptcd1	0.000811804	0.042500551	-1.283881299	4.870614805	11.21404812	Excit_L6CT_CTX	Foxg1_2	2	Ptcd1	passed_through
Foxg1	Rpa3	0.000415046	0.028526892	3.030513752	5.941236563	12.4632093	Excit_L6CT_CTX	Foxg1_2	2	Rpa3	passed_through
Foxg1	Calu	0.001118821	0.049692599	-0.628785875	6.483151278	10.61981795	Excit_L6CT_CTX	Foxg1_2	2	Calu	passed_through
Foxg1	AI854703	3.60E-06	0.00211025	10.12349528	5.167998358	21.46578398	Excit_L6CT_CTX	Foxg1_2	2	AI854703	passed_through
Foxg1	Hibadh	5.60E-05	0.009701554	0.76199785	6.436164012	16.23376914	Excit_L6CT_CTX	Foxg1_2	2	Hibadh	passed_through
Foxg1	Ndnf	0.000355309	0.027185417	-2.286539746	3.094212109	12.75368124	Excit_L6CT_CTX	Foxg1_2	2	Ndnf	passed_through
Foxg1	Gcfc2	5.26E-05	0.00955133	5.220313405	4.78312796	16.35308787	Excit_L6CT_CTX	Foxg1_2	2	Gcfc2	passed_through
Foxg1	Mogs	4.14E-05	0.00863705	2.276099233	5.570484096	16.80519985	Excit_L6CT_CTX	Foxg1_2	2	Mogs	passed_through
Foxg1	Ino80b	4.46E-05	0.009046627	2.351850842	5.732720698	16.66388363	Excit_L6CT_CTX	Foxg1_2	2	Ino80b	passed_through
Foxg1	Magi1	2.71E-05	0.006678499	0.609130543	6.744641801	17.61268643	Excit_L6CT_CTX	Foxg1_2	2	Magi1	passed_through
Foxg1	Cntn3	1.78E-06	0.001460319	2.325482339	6.048419962	22.81849286	Excit_L6CT_CTX	Foxg1_2	2	Cntn3	passed_through
Foxg1	Thumpd3	1.47E-05	0.004752462	2.297276391	5.64111895	18.77881999	Excit_L6CT_CTX	Foxg1_2	2	Thumpd3	passed_through
Foxg1	Slc6a1	0.000938099	0.045249032	-3.417412925	2.744195104	10.94592071	Excit_L6CT_CTX	Foxg1_2	2	Slc6a1	passed_through
Foxg1	Zfp422	1.11E-06	0.0012062	2.518090949	5.960027686	23.71940504	Excit_L6CT_CTX	Foxg1_2	2	Zfp422	passed_through
Foxg1	Ccdc77	0.000192368	0.020037889	-3.858246139	3.541262751	13.90420553	Excit_L6CT_CTX	Foxg1_2	2	Ccdc77	passed_through
Foxg1	Acrbp	0.00015485	0.017968933	-12.7681721	3.845542943	14.31230269	Excit_L6CT_CTX	Foxg1_2	2	Acrbp	passed_through
Foxg1	Ppfibp1	0.000591431	0.03432251	2.736897225	5.468591766	11.80275701	Excit_L6CT_CTX	Foxg1_2	2	Ppfibp1	passed_through
Foxg1	Tmtc1	3.91E-06	0.002187025	2.585863029	5.505880039	21.30807943	Excit_L6CT_CTX	Foxg1_2	2	Tmtc1	passed_through
Foxg1	Zfp628	0.000991228	0.0463691	-4.340373722	4.055356943	10.843881	Excit_L6CT_CTX	Foxg1_2	2	Zfp628	passed_through
Foxg1	Ccdc61	0.000941539	0.045249032	-0.832454408	6.299299542	10.93913958	Excit_L6CT_CTX	Foxg1_2	2	Ccdc61	passed_through
Foxg1	Exosc5	0.000500318	0.032334036	4.397905417	4.888201015	12.11447848	Excit_L6CT_CTX	Foxg1_2	2	Exosc5	passed_through
Foxg1	Map4k1	0.000321548	0.026487613	2.46073711	4.884234089	12.94050706	Excit_L6CT_CTX	Foxg1_2	2	Map4k1	passed_through
Foxg1	Ccne1	7.22E-05	0.011695251	4.708627991	3.6004275	15.75110518	Excit_L6CT_CTX	Foxg1_2	2	Ccne1	passed_through
Foxg1	Zfp719	0.000423274	0.028930795	12.16312528	4.603388683	12.42654488	Excit_L6CT_CTX	Foxg1_2	2	Zfp719	passed_through
Foxg1	Cpt1c	2.33E-06	0.001768562	2.201630364	5.903152186	22.29937622	Excit_L6CT_CTX	Foxg1_2	2	Cpt1c	passed_through
Foxg1	Nell1	0.000205005	0.021018125	0.96764547	5.634917342	13.7846455	Excit_L6CT_CTX	Foxg1_2	2	Nell1	passed_through
Foxg1	Arrdc4	0.00100682	0.046920104	-0.603276483	6.290071157	10.81498193	Excit_L6CT_CTX	Foxg1_2	2	Arrdc4	passed_through
Foxg1	Hddc3	0.000413058	0.028526892	2.009447123	5.943934642	12.4721808	Excit_L6CT_CTX	Foxg1_2	2	Hddc3	passed_through
Foxg1	Cemip	0.000303295	0.026023716	3.269267877	5.405930837	13.04993644	Excit_L6CT_CTX	Foxg1_2	2	Cemip	passed_through
Foxg1	Fchsd2	0.000853116	0.043443365	0.403134964	7.058062067	11.12195952	Excit_L6CT_CTX	Foxg1_2	2	Fchsd2	passed_through
Foxg1	Xndc1	0.000570831	0.03403377	-2.507488711	4.687687769	11.86877081	Excit_L6CT_CTX	Foxg1_2	2	Xndc1	passed_through
Foxg1	Dkk3	9.39E-07	0.0012062	1.00169298	6.871716533	24.04840094	Excit_L6CT_CTX	Foxg1_2	2	Dkk3	passed_through
Foxg1	Phkg2	1.61E-05	0.005006886	4.653954401	5.95719205	18.60328461	Excit_L6CT_CTX	Foxg1_2	2	Phkg2	passed_through
Foxg1	Mapk1ip1	0.000846998	0.043443365	-0.901384358	5.549368309	11.13530938	Excit_L6CT_CTX	Foxg1_2	2	Mapk1ip1	passed_through
Foxg1	Zfp511	6.55E-05	0.010892841	1.929766277	6.40309347	15.93606934	Excit_L6CT_CTX	Foxg1_2	2	Zfp511	passed_through
Foxg1	Ptdss2	0.000300857	0.026023716	-0.706089644	6.386205973	13.06504871	Excit_L6CT_CTX	Foxg1_2	2	Ptdss2	passed_through
Foxg1	Elavl1	0.000340237	0.027006067	0.486345545	6.98055466	12.83476952	Excit_L6CT_CTX	Foxg1_2	2	Elavl1	passed_through
Foxg1	Grtp1	0.000149042	0.017802603	11.27839769	3.290447377	14.38426741	Excit_L6CT_CTX	Foxg1_2	2	Grtp1	passed_through
Foxg1	Tacc1	0.00097713	0.046059884	0.718344793	6.393778795	10.87040811	Excit_L6CT_CTX	Foxg1_2	2	Tacc1	passed_through
Foxg1	Fgfr1	6.30E-06	0.002981086	11.67816773	4.841065684	20.39483916	Excit_L6CT_CTX	Foxg1_2	2	Fgfr1	passed_through
Foxg1	Dusp26	0.000568146	0.03403377	0.418407067	7.424848985	11.87755162	Excit_L6CT_CTX	Foxg1_2	2	Dusp26	passed_through
Foxg1	Sgcz	0.000256452	0.023791043	0.37081414	7.57516173	13.36435473	Excit_L6CT_CTX	Foxg1_2	2	Sgcz	passed_through
Foxg1	Galntl6	0.000670964	0.037522111	0.525574728	6.723175522	11.56800537	Excit_L6CT_CTX	Foxg1_2	2	Galntl6	passed_through
Foxg1	Msmo1	0.000569189	0.03403377	-0.36052172	7.347625222	11.87413566	Excit_L6CT_CTX	Foxg1_2	2	Msmo1	passed_through
Foxg1	Haus8	5.02E-06	0.00257443	5.428242839	5.552439688	20.83067124	Excit_L6CT_CTX	Foxg1_2	2	Haus8	passed_through
Foxg1	Cdh8	0.000355057	0.027185417	2.216593502	5.511454625	12.755008	Excit_L6CT_CTX	Foxg1_2	2	Cdh8	passed_through
Foxg1	Gfod2	0.000472495	0.031086133	0.667606447	6.635107472	12.22120091	Excit_L6CT_CTX	Foxg1_2	2	Gfod2	passed_through
Foxg1	Ldhd	0.000156371	0.017968933	8.229533645	2.818197649	14.29389616	Excit_L6CT_CTX	Foxg1_2	2	Ldhd	passed_through
Foxg1	Cntnap4	0.000578156	0.03403377	-0.672996439	6.442262721	11.84502377	Excit_L6CT_CTX	Foxg1_2	2	Cntnap4	passed_through
Foxg1	Mon1b	1.69E-05	0.005058277	-9.445975738	4.052191507	18.50565285	Excit_L6CT_CTX	Foxg1_2	2	Mon1b	passed_through
Foxg1	Acta1	1.18E-06	0.0012062	2.436630756	6.17542881	23.61528358	Excit_L6CT_CTX	Foxg1_2	2	Acta1	passed_through
Foxg1	Urb2	0.000111762	0.014627738	-4.453702143	3.78608003	14.92683369	Excit_L6CT_CTX	Foxg1_2	2	Urb2	passed_through
Foxg1	Ankrd49	0.00014076	0.017287297	1.080794684	5.770370353	14.49195141	Excit_L6CT_CTX	Foxg1_2	2	Ankrd49	passed_through
Foxg1	Zfp558	0.000113498	0.014698537	-3.359254037	3.660453693	14.89776119	Excit_L6CT_CTX	Foxg1_2	2	Zfp558	passed_through
Foxg1	Tyk2	0.001123056	0.0497013	13.73777893	4.274374543	10.61283076	Excit_L6CT_CTX	Foxg1_2	2	Tyk2	passed_through
Foxg1	Pknox2	5.02E-06	0.00257443	11.83290864	5.590934826	20.82885769	Excit_L6CT_CTX	Foxg1_2	2	Pknox2	passed_through
Foxg1	Gm47204	0.001109501	0.049508103	17.89458553	3.516594555	10.63528713	Excit_L6CT_CTX	Foxg1_2	2	Gm47204	passed_through
Foxg1	Ift46	0.0008667	0.043880715	0.763507099	6.284393766	11.09266102	Excit_L6CT_CTX	Foxg1_2	2	Ift46	passed_through
Foxg1	Tmem25	0.000889198	0.044036391	-2.178047874	4.937709988	11.04514395	Excit_L6CT_CTX	Foxg1_2	2	Tmem25	passed_through
Foxg1	Arid3b	0.000120965	0.015391484	21.95937086	3.860369287	14.77758238	Excit_L6CT_CTX	Foxg1_2	2	Arid3b	passed_through
Foxg1	Rab8b	0.000607085	0.035065556	6.592566124	5.001083538	11.75412718	Excit_L6CT_CTX	Foxg1_2	2	Rab8b	passed_through
Foxg1	Ccpg1	0.00040984	0.028495365	0.655268176	6.470280162	12.486791	Excit_L6CT_CTX	Foxg1_2	2	Ccpg1	passed_through
Foxg1	Gm19531	0.000100108	0.013995782	7.906201662	4.340997538	15.1346671	Excit_L6CT_CTX	Foxg1_2	2	Gm19531	passed_through
Foxg1	Cep63	0.000899328	0.044257731	-1.103911795	5.233921763	11.02414389	Excit_L6CT_CTX	Foxg1_2	2	Cep63	passed_through
Foxg1	Ifrd2	0.000700239	0.038316425	-3.898260558	4.062533843	11.48861341	Excit_L6CT_CTX	Foxg1_2	2	Ifrd2	passed_through
Foxg1	Dalrd3	0.00012316	0.015391484	0.79787697	6.448910703	14.74367765	Excit_L6CT_CTX	Foxg1_2	2	Dalrd3	passed_through
Foxg1	Atrip	0.000175878	0.0191489	3.018761436	5.737425559	14.07270251	Excit_L6CT_CTX	Foxg1_2	2	Atrip	passed_through
Foxg1	Syne1	2.87E-05	0.006916612	0.587754043	6.852661512	17.50391674	Excit_L6CT_CTX	Foxg1_2	2	Syne1	passed_through
Foxg1	Abracl	0.000249968	0.023791043	-0.613244217	6.664887133	13.41239114	Excit_L6CT_CTX	Foxg1_2	2	Abracl	passed_through
Foxg1	Echdc1	0.000546201	0.033367746	2.147218285	5.571538043	11.95093105	Excit_L6CT_CTX	Foxg1_2	2	Echdc1	passed_through
Foxg1	Smpd2	0.000357171	0.027185417	11.10378311	4.936031973	12.74390603	Excit_L6CT_CTX	Foxg1_2	2	Smpd2	passed_through
Foxg1	Pcdh15	0.000106063	0.014339504	0.347889948	7.519690919	15.02559068	Excit_L6CT_CTX	Foxg1_2	2	Pcdh15	passed_through
Foxg1	Chchd10	3.08E-05	0.007154599	0.744814281	7.062413307	17.3664899	Excit_L6CT_CTX	Foxg1_2	2	Chchd10	passed_through
Foxg1	Ube2g2	3.05E-05	0.007154599	2.690307392	5.882956955	17.3894033	Excit_L6CT_CTX	Foxg1_2	2	Ube2g2	passed_through
Foxg1	Gm15608	0.00106191	0.048209133	23.72463725	2.896522473	10.71638448	Excit_L6CT_CTX	Foxg1_2	2	Gm15608	passed_through
Foxg1	Nfyb	0.000123852	0.015391484	-0.626953902	6.442097627	14.7331039	Excit_L6CT_CTX	Foxg1_2	2	Nfyb	passed_through
Foxg1	Ckap4	0.000344696	0.027184571	0.514614484	6.931901611	12.81041096	Excit_L6CT_CTX	Foxg1_2	2	Ckap4	passed_through
Foxg1	Lgr5	8.34E-05	0.01281897	10.58157833	3.587899867	15.48063001	Excit_L6CT_CTX	Foxg1_2	2	Lgr5	passed_through
Foxg1	Xpot	1.78E-05	0.005099037	2.844759621	6.035507817	18.40898614	Excit_L6CT_CTX	Foxg1_2	2	Xpot	passed_through
Foxg1	Srgap1	0.000409955	0.028495365	-0.566059214	6.82133323	12.48626389	Excit_L6CT_CTX	Foxg1_2	2	Srgap1	passed_through
Foxg1	Mgat1	1.45E-06	0.001368656	8.235031029	5.051382628	23.21823595	Excit_L6CT_CTX	Foxg1_2	2	Mgat1	passed_through
Foxg1	Gm2a	8.91E-05	0.013122188	0.852441862	6.3091687	15.35555609	Excit_L6CT_CTX	Foxg1_2	2	Gm2a	passed_through
Foxg1	G3bp1	5.48E-05	0.009628816	-0.391774707	7.250451878	16.27490318	Excit_L6CT_CTX	Foxg1_2	2	G3bp1	passed_through
Foxg1	Pigl	0.00058854	0.03432251	7.09333738	4.487893586	11.81187844	Excit_L6CT_CTX	Foxg1_2	2	Pigl	passed_through
Foxg1	Rangrf	0.000512859	0.032799632	2.34775698	5.58377604	12.06832047	Excit_L6CT_CTX	Foxg1_2	2	Rangrf	passed_through
Foxg1	Pitpnm3	0.000291861	0.025923487	-1.432595913	5.150929815	13.12191981	Excit_L6CT_CTX	Foxg1_2	2	Pitpnm3	passed_through
Foxg1	Cyb5d2	0.000161019	0.018093114	-3.907413892	3.450377824	14.23876156	Excit_L6CT_CTX	Foxg1_2	2	Cyb5d2	passed_through
Foxg1	Ccdc92b	0.000110701	0.014627738	16.14638684	4.639947996	14.94483189	Excit_L6CT_CTX	Foxg1_2	2	Ccdc92b	passed_through
Foxg1	Gosr1	0.000398454	0.028495365	-2.427538368	4.918290817	12.53943104	Excit_L6CT_CTX	Foxg1_2	2	Gosr1	passed_through
Foxg1	Myo1d	0.000304594	0.026023716	17.99406089	4.005330691	13.04193271	Excit_L6CT_CTX	Foxg1_2	2	Myo1d	passed_through
Foxg1	Dusp14	0.000926056	0.0450327	2.202921323	4.978440754	10.96986214	Excit_L6CT_CTX	Foxg1_2	2	Dusp14	passed_through
Foxg1	Ypel2	0.000221225	0.021949492	13.32711608	4.501551949	13.64162851	Excit_L6CT_CTX	Foxg1_2	2	Ypel2	passed_through
Foxg1	Mtmr4	2.58E-05	0.006619121	-1.088437568	6.01126303	17.70281478	Excit_L6CT_CTX	Foxg1_2	2	Mtmr4	passed_through
Foxg1	Snx11	0.000501975	0.032334036	2.030349345	5.403309207	12.10831337	Excit_L6CT_CTX	Foxg1_2	2	Snx11	passed_through
Foxg1	Sp2	9.78E-05	0.01390699	-3.395683346	4.43852593	15.17865104	Excit_L6CT_CTX	Foxg1_2	2	Sp2	passed_through
Foxg1	Fbxl20	0.000242079	0.023451124	2.082941849	5.82255192	13.47255393	Excit_L6CT_CTX	Foxg1_2	2	Fbxl20	passed_through
Foxg1	Mettl2	7.78E-06	0.0032524	2.460240166	5.673882923	19.99198873	Excit_L6CT_CTX	Foxg1_2	2	Mettl2	passed_through
Foxg1	Cep95	0.000404426	0.028495365	13.65473239	4.448185033	12.51163359	Excit_L6CT_CTX	Foxg1_2	2	Cep95	passed_through
Foxg1	Wipi1	0.000680805	0.03772947	-2.552999616	4.536268711	11.54093242	Excit_L6CT_CTX	Foxg1_2	2	Wipi1	passed_through
Foxg1	C1qtnf1	0.00094149	0.045249032	15.41126048	2.840163456	10.93923589	Excit_L6CT_CTX	Foxg1_2	2	C1qtnf1	passed_through
Foxg1	Ptrhd1	1.42E-10	1.75E-06	-3.044024269	6.08561591	41.1371411	Excit_L6CT_CTX	Foxg1_2	2	Ptrhd1	passed_through
Foxg1	Asap2	0.000284018	0.025693178	0.434055925	7.199529235	13.17295905	Excit_L6CT_CTX	Foxg1_2	2	Asap2	passed_through
Foxg1	Id2	0.000494279	0.032175229	0.282945271	7.798729752	12.13712444	Excit_L6CT_CTX	Foxg1_2	2	Id2	passed_through
Foxg1	Prorp	0.000105328	0.014339504	-3.876617624	3.941331278	15.03872372	Excit_L6CT_CTX	Foxg1_2	2	Prorp	passed_through
Foxg1	Akap5	9.72E-06	0.003807651	11.81442505	4.631998691	19.56559813	Excit_L6CT_CTX	Foxg1_2	2	Akap5	passed_through
Foxg1	Pals1	0.000954072	0.045495899	-10.34237121	3.998679227	10.91464199	Excit_L6CT_CTX	Foxg1_2	2	Mpp5	passed_through
Foxg1	Med6	0.000245385	0.02358569	4.264114359	5.287876952	13.44710355	Excit_L6CT_CTX	Foxg1_2	2	Med6	passed_through
Foxg1	Acot6	0.000989986	0.0463691	15.26219007	2.811832026	10.84620167	Excit_L6CT_CTX	Foxg1_2	2	Acot6	passed_through
Foxg1	Aldh6a1	4.79E-05	0.009204862	-2.942650504	4.642371201	16.53011316	Excit_L6CT_CTX	Foxg1_2	2	Aldh6a1	passed_through
Foxg1	Samd15	0.000371652	0.027608595	5.11551467	3.423894053	12.66958745	Excit_L6CT_CTX	Foxg1_2	2	Samd15	passed_through
Foxg1	Nrde2	0.000885657	0.044036391	5.768561461	3.969015477	11.05254212	Excit_L6CT_CTX	Foxg1_2	2	Nrde2	passed_through
Foxg1	Atxn3	0.00051814	0.032859137	6.719378921	5.419965864	12.04922314	Excit_L6CT_CTX	Foxg1_2	2	Atxn3	passed_through
Foxg1	Btbd7	0.000338757	0.027006067	-0.635816003	6.359699464	12.84292811	Excit_L6CT_CTX	Foxg1_2	2	Btbd7	passed_through
Foxg1	Ifi27	0.000651812	0.036785494	-3.218257602	3.770971671	11.62186082	Excit_L6CT_CTX	Foxg1_2	2	Ifi27	passed_through
Foxg1	Gm16596	0.000360857	0.027236965	23.86392374	2.889620082	12.72470316	Excit_L6CT_CTX	Foxg1_2	2	Gm16596	passed_through
Foxg1	Pitrm1	0.000324296	0.026487613	2.954120427	5.22133655	12.92457705	Excit_L6CT_CTX	Foxg1_2	2	Pitrm1	passed_through
Foxg1	H1f4	0.00037682	0.027608595	-2.196959139	4.900444132	12.64376653	Excit_L6CT_CTX	Foxg1_2	2	Hist1h1e	passed_through
Foxg1	Mylip	5.86E-07	0.000953797	11.88040174	5.271627763	24.95628121	Excit_L6CT_CTX	Foxg1_2	2	Mylip	passed_through
Foxg1	Ror2	0.00025719	0.023791043	-1.144485878	5.323618339	13.35896638	Excit_L6CT_CTX	Foxg1_2	2	Ror2	passed_through
Foxg1	Thoc3	4.63E-05	0.009073056	0.863419481	6.522264276	16.59573897	Excit_L6CT_CTX	Foxg1_2	2	Thoc3	passed_through
Foxg1	Spock1	0.000803841	0.042444887	-0.289183261	7.5011017	11.23234251	Excit_L6CT_CTX	Foxg1_2	2	Spock1	passed_through
Foxg1	Ercc6l2	2.31E-05	0.006038405	5.83888498	4.740964097	17.91758729	Excit_L6CT_CTX	Foxg1_2	2	Ercc6l2	passed_through
Foxg1	Mtrr	0.000649781	0.036785494	-3.572877335	3.962660998	11.62766351	Excit_L6CT_CTX	Foxg1_2	2	Mtrr	passed_through
Foxg1	Gm36529	0.000405818	0.028495365	24.80193605	3.619598248	12.50521248	Excit_L6CT_CTX	Foxg1_2	2	Gm36529	passed_through
Foxg1	Atp6ap1l	1.28E-05	0.004501706	-5.300639056	4.235419783	19.03911643	Excit_L6CT_CTX	Foxg1_2	2	Atp6ap1l	passed_through
Foxg1	Srek1ip1	0.000479211	0.031360309	1.978071545	5.944615514	12.19486895	Excit_L6CT_CTX	Foxg1_2	2	Srek1ip1	passed_through
Foxg1	Tmem267	0.000347171	0.027185417	2.556938241	4.570725732	12.79702746	Excit_L6CT_CTX	Foxg1_2	2	Tmem267	passed_through
Foxg1	Gm2237	0.00079856	0.042347786	-2.724067731	4.228174925	11.24457627	Excit_L6CT_CTX	Foxg1_2	2	Gm2237	passed_through
Foxg1	Fam149b	0.000188154	0.019955727	2.337761206	5.802669184	13.94583101	Excit_L6CT_CTX	Foxg1_2	2	Fam149b	passed_through
Foxg1	Camk2g	0.00046889	0.031014824	0.320723999	7.497493715	12.23548999	Excit_L6CT_CTX	Foxg1_2	2	Camk2g	passed_through
Foxg1	Arhgef3	0.000547857	0.033367746	2.192038119	5.069758609	11.94529006	Excit_L6CT_CTX	Foxg1_2	2	Arhgef3	passed_through
Foxg1	Tasor	0.001104494	0.049508103	0.745483543	6.471196642	10.64365083	Excit_L6CT_CTX	Foxg1_2	2	Tasor	passed_through
