index,gene_symbol,gene_name,Ensembl_ID,trait,experiment,source,source_URL,FWER_signif,FDR0.05
332,DMPK,DM1 protein kinase ,ENSG00000104936,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
333,DMWD,"DM1 locus, WD repeat containing ",ENSG00000185800,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
334,DNM1,dynamin 1,ENSG00000106976,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
335,DNM1 ,dynamin 1 ,ENSG00000106976,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
336,DNM1 ,dynamin 1 ,ENSG00000106976,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
337,DNM1L,dynamin 1 like,ENSG00000087470,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
338,DNM3,Dynamin 3,ENSG00000197959,SCZ ,RVAS,SCZ_SCHEMA_2022,https://pubmed.ncbi.nlm.nih.gov/35396579/,no,yes
339,DNMT3A,DNA methyltransferase 3 alpha ,ENSG00000119772,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
340,DNMT3A,DNA methyltransferase 3 alpha ,ENSG00000119772,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
341,DNMT3A,DNA methyltransferase 3 alpha ,ENSG00000119772,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,no,Yes
342,DNMT3A,DNA methyltransferase 3 alpha,ENSG00000119772,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
343,DNMT3A,DNA methyltransferase 3 alpha ,ENSG00000119772,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
344,DOP1A,DOP1 leucine zipper like protein A,ENSG00000083097,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
345,DOT1L,DOT1 like histone lysine methyltransferase,ENSG00000104885,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
346,DPF2,double PHD fingers 2,ENSG00000133884,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
347,DPYSL2,dihydropyrimidinase like 2 ,ENSG00000092964,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
348,DPYSL2,dihydropyrimidinase like 2,ENSG00000092964,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
349,DPYSL5,dihydropyrimidinase like 5,ENSG00000157851,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
350,DRD2,dopamine receptor D2,ENSG00000149295,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
351,DSCAM,DS cell adhesion molecule ,ENSG00000171587,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
352,DSCAM,DS cell adhesion molecule ,ENSG00000171587,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
353,DSCAM,DS cell adhesion molecule ,ENSG00000171587,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
354,DSCAM,DS cell adhesion molecule ,ENSG00000171587,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,yes,Yes
355,DSCAM,DS cell adhesion molecule,ENSG00000171587,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
356,DUS1L,dihydrouridine synthase 1 like,ENSG00000169718,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
357,DUSP16,dual specificity phosphatase 16,ENSG00000280962,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
358,DVL3,dishevelled segment polarity protein 3 ,ENSG00000161202,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
359,DYNC1H1,dynein cytoplasmic 1 heavy chain 1,ENSG00000197102,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
360,DYNC1H1,dynein cytoplasmic 1 heavy chain 1 ,ENSG00000197102,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
361,DYNC1H1 ,dynein cytoplasmic 1 heavy chain 1 ,ENSG00000197102,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
362,DYNC1H1 ,dynein cytoplasmic 1 heavy chain 1 ,ENSG00000197102,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
363,DYNC1H1 ,dynein cytoplasmic 1 heavy chain 1 ,ENSG00000197102,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
364,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
365,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,yes,Yes
366,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A,ENSG00000157540,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
367,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
368,DYRK1A ,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
369,DYRK1A ,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
370,DYRK1A ,dual specificity tyrosine phosphorylation regulated kinase 1A ,ENSG00000157540,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
371,EBF3,EBF transcription factor 3 ,ENSG00000108001,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
372,EBF3,EBF transcription factor 3,ENSG00000108001,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
373,EBF3,EBF transcription factor 3 ,ENSG00000108001,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
374,EEF1A2,eukaryotic translation elongation factor 1 alpha 2 ,ENSG00000101210,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
375,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,ENSG00000101210,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
376,EEF1A2 ,eukaryotic translation elongation factor 1 alpha 2 ,ENSG00000101210,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
377,EEF1A2 ,eukaryotic translation elongation factor 1 alpha 2 ,ENSG00000101210,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
378,EFTUD2,elongation factor Tu GTP binding domain containing 2 ,ENSG00000108883,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
379,EFTUD2,elongation factor Tu GTP binding domain containing 2,ENSG00000108883,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
380,EGLN2,egl-9 family hypoxia inducible factor 2 ,ENSG00000269858,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
381,EHMT1,euchromatic histone lysine methyltransferase 1,ENSG00000181090,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
382,EHMT1,euchromatic histone lysine methyltransferase 1 ,ENSG00000181090,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
383,EHMT1 ,euchromatic histone lysine methyltransferase 1 ,ENSG00000181090,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
384,EHMT1 ,euchromatic histone lysine methyltransferase 1 ,ENSG00000181090,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
385,EIF3B,eukaryotic translation initiation factor 3 subunit B,ENSG00000106263,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
386,EIF3G,eukaryotic translation initiation factor 3 subunit G ,ENSG00000130811,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
387,EIF3G,eukaryotic translation initiation factor 3 subunit G,ENSG00000130811,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
388,EIF4A2,eukaryotic translation initiation factor 4A2,ENSG00000156976,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
389,EIF5A,eukaryotic translation initiation factor 5A,ENSG00000288145,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
390,ELAVL3,ELAV like RNA binding protein 3,ENSG00000196361,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
391,ELAVL4,ELAV like RNA binding protein 4,ENSG00000162374,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
392,EML6,EMAP like 6,ENSG00000214595,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
393,ENC1,ectodermal-neural cortex 1 ,ENSG00000171617,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
394,ENO3,enolase 3 ,ENSG00000108515,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
395,ENO3,enolase 3 ,ENSG00000108515,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
396,EP300,E1A binding protein p300,ENSG00000100393,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
397,EP300 ,E1A binding protein p300 ,ENSG00000100393,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
398,EP300 ,E1A binding protein p300 ,ENSG00000100393,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
399,ERF,ETS2 repressor factor,ENSG00000105722,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
400,ERLIN1,ER lipid raft associated 1,ENSG00000107566,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
401,ESRRG,estrogen related receptor gamma,ENSG00000196482,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
402,ESS2,ess-2 splicing factor homolog ,ENSG00000100056,SuicideDeath,RVAS,Suicide_2021,https://pubmed.ncbi.nlm.nih.gov/34042246/,yes,yes
403,ETF1,eukaryotic translation termination factor 1,ENSG00000120705,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
404,EXT1,exostosin glycosyltransferase 1,ENSG00000182197,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
405,EZH2,enhancer of zeste 2 polycomb repressive complex 2 subunit,ENSG00000106462,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
406,FAM104A,family with sequence similarity 104 member A ,ENSG00000133193,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
407,FAM120A,Family with sequence similarity 120A,ENSG00000048828,SCZ ,RVAS,SCZ_SCHEMA_2022,https://pubmed.ncbi.nlm.nih.gov/35396579/,no,yes
408,FAM120A,family with sequence similarity 120A,ENSG00000048828,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
409,FAM178A,"Family with sequence similarity 178, member A",ENSG00000119906,SCZ ,RVAS,SCZ_SCHEMA_2022,https://pubmed.ncbi.nlm.nih.gov/35396579/,no,yes
410,FAM200A,family with sequence similarity 200 member A ,ENSG00000221909,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
411,FAM200B,family with sequence similarity 200 member B ,ENSG00000237765,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
412,FBN1,fibrillin 1,ENSG00000166147,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
413,FBN2,fibrillin 2,ENSG00000138829,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
414,FBXO11,F-box protein 11 ,ENSG00000138081,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
415,FBXO11,F-box protein 11,ENSG00000138081,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
416,FBXO28,F-box protein 28,ENSG00000143756,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
417,FBXW7,F-box and WD repeat domain containing 7,ENSG00000109670,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
418,FEZF2,FEZ family zinc finger 2,ENSG00000153266,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
419,FGF12,fibroblast growth factor 12,ENSG00000114279,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
420,FGFR1,fibroblast growth factor receptor 1,ENSG00000077782,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
421,FGFR2,fibroblast growth factor receptor 2,ENSG00000066468,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
422,FGFR3,fibroblast growth factor receptor 3,ENSG00000068078,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
423,FOSL2,"FOS like 2, AP-1 transcription factor subunit ",ENSG00000075426,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
424,FOSL2,"FOS like 2, AP-1 transcription factor subunit",ENSG00000075426,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
425,FOXG1,forkhead box G1,ENSG00000176165,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
426,FOXG1 ,forkhead box G1 ,ENSG00000176165,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
427,FOXG1 ,forkhead box G1 ,ENSG00000176165,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
428,FOXP1,forkhead box P1 ,ENSG00000114861,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,no,Yes
429,FOXP1,forkhead box P1,ENSG00000114861,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
430,FOXP1,forkhead box P1 ,ENSG00000114861,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
431,FOXP1 ,forkhead box P1 ,ENSG00000114861,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
432,FOXP1 ,forkhead box P1 ,ENSG00000114861,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
433,FOXP1 ,forkhead box P1 ,ENSG00000114861,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
434,FOXP2,forkhead box P2 ,ENSG00000128573,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
435,FOXP2,forkhead box P2 ,ENSG00000128573,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
436,FOXP2,forkhead box P2 ,ENSG00000128573,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
437,FOXP2,forkhead box P2,ENSG00000128573,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
438,FRMD5,FERM domain containing 5,ENSG00000171877,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
439,FUS,FUS RNA binding protein,ENSG00000089280,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
440,G3BP1,G3BP stress granule assembly factor 1 ,ENSG00000145907,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
441,G3BP2,G3BP stress granule assembly factor 2,ENSG00000138757,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
442,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,ENSG00000237051,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
443,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,ENSG00000136928,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
444,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,ENSG00000022355,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
445,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1 ,ENSG00000022355,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
446,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2 ,ENSG00000145864,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
447,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,ENSG00000145864,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
448,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3 ,ENSG00000166206,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
449,GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,ENSG00000166206,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
450,GABRB3 ,gamma-aminobutyric acid type A receptor subunit beta3 ,ENSG00000166206,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
451,GABRB3 ,gamma-aminobutyric acid type A receptor subunit beta3 ,ENSG00000166206,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
452,GABRB3 ,gamma-aminobutyric acid type A receptor subunit beta3 ,ENSG00000166206,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
453,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2 ,ENSG00000113327,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
454,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,ENSG00000113327,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
455,GAK,cyclin G associated kinase,ENSG00000178950,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
456,GAPVD1,GTPase activating protein and VPS9 domains 1,ENSG00000165219,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
457,GATA3,GATA binding protein 3,ENSG00000107485,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
458,GATAD2B,GATA zinc finger domain containing 2B ,ENSG00000261992,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
459,GATAD2B,GATA zinc finger domain containing 2B,ENSG00000261992,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
460,GATAD2B ,GATA zinc finger domain containing 2B ,ENSG00000261992,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
461,GATAD2B ,GATA zinc finger domain containing 2B ,ENSG00000261992,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
462,GFAP,glial fibrillary acidic protein ,ENSG00000131095,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
463,GFAP,glial fibrillary acidic protein,ENSG00000131095,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
464,GGNBP2,gametogenetin binding protein 2,ENSG00000275099,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
465,GIGYF1,GRB10 interacting GYF protein 1 ,ENSG00000146830,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
466,GIGYF1,GRB10 interacting GYF protein 1 ,ENSG00000146830,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,yes,Yes
467,GIGYF1,GRB10 interacting GYF protein 1,ENSG00000146830,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
468,GIGYF1,GRB10 interacting GYF protein 1 ,ENSG00000146830,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
469,GLI3,GLI family zinc finger 3,ENSG00000106571,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
470,GLRA2,glycine receptor alpha 2 ,ENSG00000101958,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
471,GLYR1,glyoxylate reductase 1 homolog,ENSG00000140632,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
472,GNAI1,G protein subunit alpha i1,ENSG00000127955,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
473,GNAI1,G protein subunit alpha i1 ,ENSG00000127955,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
474,GNAI1 ,G protein subunit alpha i1 ,ENSG00000127955,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
475,GNAI1 ,G protein subunit alpha i1 ,ENSG00000127955,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
476,GNAI1 ,G protein subunit alpha i1 ,ENSG00000127955,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
477,GNAO1,G protein subunit alpha o1,ENSG00000087258,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
478,GNAO1 ,G protein subunit alpha o1 ,ENSG00000087258,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
479,GNAO1 ,G protein subunit alpha o1 ,ENSG00000087258,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
480,GNAS,GNAS complex locus,ENSG00000087460,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
481,GNB1,G protein subunit beta 1,ENSG00000078369,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
482,GNB2,G protein subunit beta 2,ENSG00000172354,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
483,GOLGA4,golgin A4,ENSG00000144674,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
484,GPR4,G protein-coupled receptor 4,ENSG00000177464,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
485,GRIA1,glutamate ionotropic receptor AMPA type subunit 1 ,ENSG00000155511,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,no,Yes
486,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,ENSG00000120251,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
