index,gene_symbol,gene_name,Ensembl_ID,trait,experiment,source,source_URL,FWER_signif,FDR0.05
683,MAP2,microtubule associated protein 2,ENSG00000078018,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
684,MAP2K1,mitogen-activated protein kinase kinase 1 ,ENSG00000169032,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
685,MAP2K1,mitogen-activated protein kinase kinase 1,ENSG00000169032,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
686,MAP3K7,mitogen-activated protein kinase kinase kinase 7,ENSG00000135341,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
687,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,ENSG00000071054,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
688,MAPK3,mitogen-activated protein kinase 3 ,ENSG00000102882,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
689,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,ENSG00000138834,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
690,MARK2,microtubule affinity regulating kinase 2,ENSG00000072518,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
691,MARK2,microtubule affinity regulating kinase 2 ,ENSG00000072518,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
692,MAX,MYC associated factor X,ENSG00000125952,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
693,MBD5,methyl-CpG binding domain protein 5 ,ENSG00000204406,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
694,MBD5,methyl-CpG binding domain protein 5 ,ENSG00000204406,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
695,MBD5,methyl-CpG binding domain protein 5,ENSG00000204406,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
696,MBD5,methyl-CpG binding domain protein 5 ,ENSG00000204406,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
697,MBD6,methyl-CpG binding domain protein 6 ,ENSG00000166987,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
698,MCOLN1,mucolipin TRP cation channel 1,ENSG00000090674,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
699,MECP2 ,methyl-CpG binding protein 2 ,ENSG00000169057,"NDD, XLDD",RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
700,MECP2 ,methyl-CpG binding protein 2 ,ENSG00000169057,"NDD, XLDD",RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,yes,yes
701,MED12,mediator complex subunit 12 ,ENSG00000184634,NDD,RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,no,yes
702,MED13,mediator complex subunit 13,ENSG00000108510,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
703,MED13,mediator complex subunit 13 ,ENSG00000108510,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
704,MED13L,mediator complex subunit 13L,ENSG00000123066,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
705,MED13L,mediator complex subunit 13L ,ENSG00000123066,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
706,MED13L ,mediator complex subunit 13L ,ENSG00000123066,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,yes,yes
707,MED13L ,mediator complex subunit 13L ,ENSG00000123066,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
708,MED23,mediator complex subunit 23,ENSG00000112282,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
709,MED24,mediator complex subunit 24,ENSG00000008838,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
710,MEF2C,myocyte enhancer factor 2C ,ENSG00000081189,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
711,MEF2C,myocyte enhancer factor 2C,ENSG00000081189,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
712,MEF2C ,myocyte enhancer factor 2C ,ENSG00000081189,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
713,MEF2C ,myocyte enhancer factor 2C ,ENSG00000081189,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
714,MEIS2,Meis homeobox 2 ,ENSG00000134138,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
715,MEIS2,Meis homeobox 2 ,ENSG00000134138,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
716,MEIS2,Meis homeobox 2,ENSG00000134138,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
717,MEIS2,Meis homeobox 2 ,ENSG00000134138,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
718,METTL2A,"methyltransferase 2A, tRNA N3-cytidine",ENSG00000087995,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
719,MFN2,mitofusin 2,ENSG00000116688,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
720,MIB1,MIB E3 ubiquitin protein ligase 1,ENSG00000101752,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
721,MIP,major intrinsic protein of lens fiber,ENSG00000135517,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
722,MKX,mohawk homeobox ,ENSG00000150051,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
723,MKX,mohawk homeobox,ENSG00000150051,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
724,MKX,mohawk homeobox ,ENSG00000150051,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
725,MLXIP,MLX interacting protein,ENSG00000281178,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
726,MN1,"MN1 proto-oncogene, transcriptional regulator",ENSG00000169184,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
727,MORC2,MORC family CW-type zinc finger 2,ENSG00000133422,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
728,MRFAP1,Morf4 family associated protein 1,ENSG00000179010,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
729,MRTFA,myocardin related transcription factor A,ENSG00000196588,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
730,MSANTD2,Myb/SANT DNA binding domain containing 2,ENSG00000120458,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
731,MSI1,musashi RNA binding protein 1,ENSG00000135097,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
732,MSL2,MSL complex subunit 2,ENSG00000174579,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
733,MSL3,MSL complex subunit 3 ,ENSG00000005302,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
734,MSL3 ,MSL complex subunit 3 ,ENSG00000005302,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
735,MSL3 ,MSL complex subunit 3 ,ENSG00000005302,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
736,MSL3 ,MSL complex subunit 3 ,ENSG00000005302,NDD,RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,yes,yes
737,MTF2,metal response element binding transcription factor 2 ,ENSG00000143033,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
738,MTOR,mechanistic target of rapamycin kinase,ENSG00000198793,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
739,MYCN,"MYCN proto-oncogene, bHLH transcription factor",ENSG00000134323,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
740,MYH3,myosin heavy chain 3,ENSG00000109063,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
741,MYO18A,myosin XVIIIA,ENSG00000196535,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
742,MYO1E,myosin IE ,ENSG00000157483,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
743,MYRF,myelin regulatory factor,ENSG00000124920,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
744,MYT1L,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
745,MYT1L,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,no,Yes
746,MYT1L,myelin transcription factor 1 like,ENSG00000186487,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
747,MYT1L,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
748,MYT1L ,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
749,MYT1L ,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
750,MYT1L ,myelin transcription factor 1 like ,ENSG00000186487,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
751,NAA10 ,"N-alpha-acetyltransferase 10, NatA catalytic subunit ",ENSG00000102030,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
752,NAA10 ,"N-alpha-acetyltransferase 10, NatA catalytic subunit ",ENSG00000102030,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
753,NAA10 ,"N-alpha-acetyltransferase 10, NatA catalytic subunit ",ENSG00000102030,NDD,RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,yes,yes
754,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit ",ENSG00000164134,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
755,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit ",ENSG00000164134,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
756,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",ENSG00000164134,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
757,NAA15,"N-alpha-acetyltransferase 15, NatA auxiliary subunit ",ENSG00000164134,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
758,NAA25,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",ENSG00000111300,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
759,NACA,nascent polypeptide associated complex subunit alpha,ENSG00000196531,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
760,NACC1,nucleus accumbens associated 1,ENSG00000160877,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
761,NALCN,"sodium leak channel, non-selective",ENSG00000102452,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
762,NAMPT,nicotinamide phosphoribosyltransferase,ENSG00000105835,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
763,NARS1,asparaginyl-tRNA synthetase 1,ENSG00000134440,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
764,NAV3,neuron navigator 3,ENSG00000067798,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
765,NCKAP1,NCK associated protein 1 ,ENSG00000061676,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,no,Yes
766,NCKAP1,NCK associated protein 1,ENSG00000061676,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
767,NCL,nucleolin,ENSG00000115053,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
768,NEDD8,NEDD8 ubiquitin like modifier,ENSG00000285246,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
769,NEO1,neogenin 1,ENSG00000067141,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
770,NEXMIF,neurite extension and migration factor ,ENSG00000050030,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
771,NEXMIF,neurite extension and migration factor ,ENSG00000050030,NDD,RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,no,yes
772,NEXMIF,neurite extension and migration factor ,ENSG00000050030,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
773,NF1,neurofibromin 1,ENSG00000196712,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
774,NF1,neurofibromin 1 ,ENSG00000196712,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
775,NFE2L3,"nuclear factor, erythroid 2 like 3 ",ENSG00000050344,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
776,NFIA,nuclear factor I A ,ENSG00000162599,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
777,NFIA,nuclear factor I A,ENSG00000162599,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
778,NFIB,nuclear factor I B,ENSG00000147862,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
779,NFIX,nuclear factor I X,ENSG00000008441,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
780,NFIX ,nuclear factor I X ,ENSG00000008441,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
781,NFIX ,nuclear factor I X ,ENSG00000008441,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
782,NIPBL,NIPBL cohesin loading factor,ENSG00000164190,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
783,NKX2-1,NK2 homeobox 1,ENSG00000136352,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
784,NLGN2,neuroligin 2,ENSG00000283859,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
785,NONO,non-POU domain containing octamer binding ,ENSG00000147140,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
786,NOTCH1,notch receptor 1,ENSG00000148400,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
787,NOTCH2,notch receptor 2,ENSG00000134250,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
788,NPR1,natriuretic peptide receptor 1,ENSG00000169418,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
789,NPTN,neuroplastin,ENSG00000156642,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
790,NR2F1,nuclear receptor subfamily 2 group F member 1 ,ENSG00000175745,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
791,NR3C2,"Nuclear receptor subfamily 3, group C, member 2",ENSG00000151623,"NDD, SCZ",RVAS,SCZ_SCHEMA_2022,https://pubmed.ncbi.nlm.nih.gov/35396579/,no,yes
792,NR3C2,nuclear receptor subfamily 3 group C member 2,ENSG00000151623,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
793,NR4A2,nuclear receptor subfamily 4 group A member 2 ,ENSG00000153234,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
794,NR4A2,nuclear receptor subfamily 4 group A member 2,ENSG00000153234,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
795,NR4A2,nuclear receptor subfamily 4 group A member 2 ,ENSG00000153234,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
796,NRXN1,neurexin 1 ,ENSG00000179915,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
797,NRXN1,neurexin 1 ,ENSG00000179915,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
798,NRXN1,neurexin 1 ,ENSG00000179915,NDD,RVAS,2019_ASD_RuzzoE,https://pubmed.ncbi.nlm.nih.gov/31398340/,yes,Yes
799,NRXN1,neurexin 1,ENSG00000179915,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
800,NRXN3,neurexin 3,ENSG00000021645,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
801,NSD1,nuclear receptor binding SET domain protein 1,ENSG00000165671,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
802,NSD1 ,nuclear receptor binding SET domain protein 1 ,ENSG00000165671,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
803,NSD1 ,nuclear receptor binding SET domain protein 1 ,ENSG00000165671,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
804,NSD1 ,nuclear receptor binding SET domain protein 1 ,ENSG00000165671,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
805,NSD2,nuclear receptor binding SET domain protein 2 ,ENSG00000109685,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,yes,yes
806,NSD2,nuclear receptor binding SET domain protein 2,ENSG00000109685,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
807,NTRK2,neurotrophic receptor tyrosine kinase 2,ENSG00000148053,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
808,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",ENSG00000154358,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
809,ODC1,ornithine decarboxylase 1 ,ENSG00000115758,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
810,ODC1,ornithine decarboxylase 1,ENSG00000115758,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
811,OR4P4,"Olfactory receptor, family 4, subfamily P, member 4",ENSG00000181927,SCZ ,RVAS,SCZ_SCHEMA_2022,https://pubmed.ncbi.nlm.nih.gov/35396579/,no,yes
812,OTUD7A,OTU deubiquitinase 7A,ENSG00000169918,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
813,OTX2,orthodenticle homeobox 2,ENSG00000165588,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
814,PACS1,phosphofurin acidic cluster sorting protein 1,ENSG00000175115,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
815,PACS1 ,phosphofurin acidic cluster sorting protein 1 ,ENSG00000175115,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
816,PACS1 ,phosphofurin acidic cluster sorting protein 1 ,ENSG00000175115,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
817,PACS2,phosphofurin acidic cluster sorting protein 2 ,ENSG00000179364,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
818,PACS2,phosphofurin acidic cluster sorting protein 2,ENSG00000179364,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
819,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1,ENSG00000007168,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
820,PAK1,p21 (RAC1) activated kinase 1,ENSG00000149269,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
821,PAPOLA,poly(A) polymerase alpha,ENSG00000090060,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
822,PAPOLG,poly(A) polymerase gamma ,ENSG00000115421,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
823,PAPOLG,poly(A) polymerase gamma,ENSG00000115421,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
824,PASK,PAS domain containing serine/threonine kinase ,ENSG00000115687,NDD,RVAS,NDD_2020_Wang,https://pubmed.ncbi.nlm.nih.gov/33004838/,no,yes
825,PAX2,paired box 2,ENSG00000075891,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
826,PAX5,paired box 5 ,ENSG00000196092,NDD,RVAS,ASD_2020_ASC_Satterstrom,https://pubmed.ncbi.nlm.nih.gov/31981491/,no,yes
827,PAX5,paired box 5,ENSG00000196092,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
828,PAX5,paired box 5 ,ENSG00000196092,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
829,PBX1,PBX homeobox 1 ,ENSG00000185630,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
830,PBX1,PBX homeobox 1,ENSG00000185630,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
831,PBX1,PBX homeobox 1 ,ENSG00000185630,NDD,RVAS,ASD_2022_MSSNG_Trost,https://pubmed.ncbi.nlm.nih.gov/36368308/,not reported,yes
832,PBX3,PBX homeobox 3,ENSG00000167081,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
833,PCBP2,poly(rC) binding protein 2,ENSG00000197111,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
834,PCSK2,proprotein convertase subtilisin/kexin type 2,ENSG00000125851,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
835,PDE10A,phosphodiesterase 10A,ENSG00000112541,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,no,yes
836,PDE4D,phosphodiesterase 4D,ENSG00000113448,NDD,RVAS,ASD_2022_ASC_Fu,https://pubmed.ncbi.nlm.nih.gov/35982160/,yes,yes
837,PDHA1 ,pyruvate dehydrogenase E1 subunit alpha 1 ,ENSG00000131828,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,yes,yes
838,PDHA1 ,pyruvate dehydrogenase E1 subunit alpha 1 ,ENSG00000131828,NDD,RVAS,DDD_2017,https://pubmed.ncbi.nlm.nih.gov/28135719/,yes,yes
839,PDHA1 ,pyruvate dehydrogenase E1 subunit alpha 1 ,ENSG00000131828,NDD,RVAS,DDDX_2021,https://pubmed.ncbi.nlm.nih.gov/33504798/,yes,yes
840,PDK2,pyruvate dehydrogenase kinase 2 ,ENSG00000005882,NDD,RVAS,DD_2019_ASD_Coe,https://pubmed.ncbi.nlm.nih.gov/30559488/,no,yes
